building_type,area_sqm,floors,location,quality_grade,foundation_type,roof_type,has_basement,has_elevator,has_parking,labor_rate,material_cost_index,total_cost
Industrial,5416.046786644794,9,Rural,Premium,Pile,Pitched,0,1,0,32.81337339258002,1.217706093074352,8327786.639257515
Commercial,5970.105354932861,26,Urban,Standard,Slab,Flat,0,1,1,23.862633121041664,1.036041424618267,15951569.797947759
Residential,5842.85345759433,16,Rural,Luxury,Slab,Dome,1,0,1,48.42870975562001,0.9837560229865809,13930275.412719637
Commercial,1005.7196902377732,5,Urban,Premium,Concrete,Flat,0,1,0,34.25512598067885,0.8853224484562513,1602436.8687410413
Residential,8786.862540040765,10,Suburban,Standard,Slab,Pitched,1,1,1,29.51777523070603,1.15682994683061,12432597.222030345
Commercial,2729.44042162819,3,Rural,Luxury,Pile,Dome,1,1,0,42.989122133567,1.2096826128568927,4912393.590387607
Industrial,1382.1977206997612,13,Urban,Luxury,Slab,Pitched,0,0,0,34.93845777746792,1.0515372933610512,3560268.4817015952
Industrial,8898.605990702874,43,Urban,Premium,Concrete,Dome,0,0,0,29.3010207203735,1.132751347376608,58688812.441778205
Residential,9560.949832474558,49,Suburban,Standard,Slab,Dome,0,1,1,44.35903227172405,1.0544601201584867,24955958.87015999
Residential,8635.063410927962,30,Rural,Standard,Pile,Pitched,0,1,1,46.01456453003366,1.248704240124491,14735953.44461282
Residential,8114.209139776293,45,Suburban,Luxury,Pile,Pitched,1,0,1,40.19024498866031,1.4308814454575942,62118596.22211904
Commercial,6586.895608326315,6,Urban,Luxury,Concrete,Dome,0,1,0,21.40893267223002,0.9147441834328615,14090278.975042023
Commercial,5553.487969030479,17,Urban,Luxury,Slab,Dome,1,1,0,36.989686404995965,1.0669861669321863,30760455.729131978
Residential,961.1689231229603,45,Rural,Standard,Slab,Pitched,1,1,0,42.89884735991845,0.8986080227656029,2019861.735304143
Industrial,4143.686809399917,19,Urban,Premium,Slab,Flat,1,1,1,24.095090362507463,1.2374606392854823,18265424.817541983
Commercial,3789.6163184219085,42,Rural,Premium,Pile,Pitched,1,0,0,26.8601225415381,1.3102093566420172,19944850.049922902
Commercial,2671.5624592272293,35,Suburban,Standard,Concrete,Dome,1,0,0,46.47485315204409,1.4523389128182191,12295016.443224758
Commercial,7261.859125516991,46,Rural,Premium,Slab,Pitched,0,0,1,20.60365165559222,0.9952103483826755,33725611.14851616
Residential,5009.169777279831,26,Rural,Luxury,Pile,Flat,1,1,0,42.58181413477928,1.4651478441058012,24450641.834599983
Residential,902.3575374857146,5,Urban,Premium,Pile,Pitched,1,1,0,34.21319877543269,0.8442838702744724,1060599.6877309452
Residential,2279.813699303132,29,Urban,Premium,Pile,Dome,0,0,1,33.40316476518821,1.2221097043552118,9598176.726195054
Residential,6864.26176023,37,Rural,Premium,Slab,Pitched,0,0,1,20.212895974846614,0.8399929035403311,16090671.13302636
Residential,853.6955089539719,20,Urban,Luxury,Slab,Dome,1,0,0,44.58194692899478,1.4256419314333613,3840309.64305587
Industrial,8526.94844908281,49,Urban,Standard,Slab,Dome,1,1,1,30.794747019096995,1.170866339949038,42526967.70879582
Industrial,5001.950617438346,21,Urban,Luxury,Slab,Pitched,0,0,0,36.22296893901628,1.2685438455339573,24968314.272236627
Residential,4857.807115533815,10,Rural,Standard,Slab,Dome,1,1,1,40.31902059006978,1.3821017481373168,6268817.481173421
Commercial,5964.8370681292245,5,Urban,Standard,Slab,Dome,0,1,0,41.07888729313747,0.9052174357387781,6566315.55904277
Residential,8264.341562658978,36,Rural,Standard,Slab,Flat,0,0,1,48.67940176478217,0.8270140933566937,14541647.999606742
Industrial,3543.311158231711,6,Urban,Premium,Slab,Flat,1,0,0,35.940198597098274,1.4152168021389966,8398660.586124392
Industrial,6812.35991033473,26,Suburban,Premium,Slab,Flat,0,1,1,31.991586529232826,1.0204532592212527,20471754.04332221
Commercial,5700.7464435583315,4,Urban,Standard,Pile,Flat,1,0,1,48.61110879475124,0.8902852355490157,5969961.944700018
Industrial,2743.579874677271,39,Urban,Standard,Slab,Dome,1,0,1,39.26330705076563,1.1279228659609606,11494499.718778389
Residential,8798.436864916064,39,Rural,Premium,Concrete,Pitched,1,1,1,28.944510688296667,1.2188142529872132,28611960.747905217
Commercial,7994.517613908588,35,Rural,Luxury,Pile,Dome,0,1,1,23.793927362107134,0.8216794223957571,29988048.732614305
Residential,6618.673163118412,1,Urban,Standard,Slab,Dome,1,1,1,45.27663504395544,0.9924269607799614,4450357.719863889
Residential,8520.759118032995,24,Suburban,Luxury,Concrete,Dome,0,1,1,30.865448083824546,0.8229599119938272,26077461.90573495
Commercial,8686.212589502044,36,Urban,Premium,Slab,Pitched,1,1,0,39.814091640932936,1.0942347724368493,58240839.594862565
Residential,7112.793469478845,6,Urban,Standard,Concrete,Flat,1,0,0,34.12449258097695,1.4265700203463711,10331609.567953648
Industrial,8386.431950800354,41,Suburban,Luxury,Concrete,Dome,0,1,1,25.96789339385115,1.4878566880454984,55314000.75988719
Residential,7004.967470525908,46,Rural,Luxury,Concrete,Dome,1,1,1,38.05059825861395,1.2459332874525393,36007446.00940264
Commercial,6833.393640426974,44,Urban,Luxury,Concrete,Flat,1,1,0,21.82049206852047,0.9131463856492144,55490555.41721936
Commercial,6224.252644330325,31,Rural,Premium,Pile,Dome,0,0,0,32.400273796135764,1.434094572999514,27114393.176421292
Commercial,7551.894731620649,20,Rural,Premium,Pile,Pitched,0,1,1,36.39844818991013,1.1613734762400423,21573184.350779176
Residential,1670.1905424014296,24,Suburban,Luxury,Concrete,Dome,0,1,0,33.08140922355737,0.9076245184720427,5059512.899707107
Commercial,8820.620516069392,25,Suburban,Luxury,Slab,Dome,1,1,0,42.460165257529724,1.445208668616163,72336715.46584417
Commercial,8731.250924677797,36,Rural,Premium,Concrete,Flat,0,0,1,44.83774863635937,1.3302283355061721,32755751.448418707
Residential,389.54810204213555,21,Urban,Luxury,Pile,Dome,0,1,1,43.13729222099534,1.3121936909062062,2058199.0706379744
Industrial,8275.58583059115,30,Rural,Luxury,Slab,Dome,1,1,1,21.164388434354063,1.2964264926560833,45109152.54104112
Residential,1375.8116879871075,24,Urban,Premium,Pile,Pitched,0,1,0,25.82386311337917,0.9402378747675096,4363164.668722994
Commercial,3417.676657165505,44,Urban,Luxury,Pile,Flat,1,0,1,36.09822527791323,0.9477046841952683,31522706.451892044
Commercial,7460.7317372869165,42,Suburban,Luxury,Slab,Flat,1,0,1,48.044661213314036,1.2818050988990786,75684001.47335094
Residential,1691.5229708782513,30,Urban,Luxury,Concrete,Pitched,0,0,0,45.04870325156351,0.9538059250772779,7276509.337523449
Industrial,8197.873538778716,22,Urban,Premium,Concrete,Dome,1,0,1,45.276035250554045,1.1070701877621343,27401138.74022718
Commercial,8338.128361781644,28,Rural,Luxury,Concrete,Flat,0,1,0,29.096245812790247,1.347401277915759,36426951.612219274
Commercial,5123.930564232279,7,Suburban,Premium,Concrete,Flat,0,1,0,32.88343691236108,1.3487667626684887,11370789.240720723
Commercial,163.22012999665245,35,Urban,Premium,Slab,Dome,0,0,0,34.12117841947812,1.1172832407681017,885487.5990092793
Residential,2941.6775184316366,28,Urban,Standard,Slab,Dome,0,0,0,24.721147500497313,1.3545329567926716,10140194.426362533
Commercial,6207.576491919848,14,Suburban,Standard,Slab,Flat,1,1,0,20.93204390733369,1.3870352573386397,14108769.42392849
Industrial,9813.743162471492,10,Rural,Luxury,Pile,Dome,1,1,0,48.4070869838155,1.258343025898982,21083646.41030503
Commercial,6354.953917465017,16,Suburban,Premium,Slab,Flat,0,0,1,27.2213775699052,0.9598980966158941,13898366.815950582
Commercial,2672.0554525351818,16,Suburban,Standard,Concrete,Dome,0,0,1,27.19846711170894,0.9918082462698833,5476921.29011626
Industrial,6376.656460686152,31,Urban,Luxury,Pile,Dome,1,0,1,22.501371613062787,1.0203888087861148,37630995.592224434
Commercial,5445.855259186969,42,Urban,Standard,Concrete,Pitched,0,0,0,47.85523255831336,0.8817628754137664,17954606.8717842
Residential,7820.4694119963215,25,Rural,Standard,Concrete,Dome,1,1,1,37.39211344819316,0.9912117342589616,12120147.846759733
Residential,1159.1083243868882,13,Urban,Premium,Slab,Pitched,0,0,0,40.011105713760614,0.9466634570187725,2702236.7648005234
Residential,7634.176234770077,6,Urban,Premium,Slab,Dome,1,0,1,47.347306617891576,1.1187301248660215,12658355.751483219
Industrial,5458.539128893492,44,Suburban,Standard,Concrete,Flat,1,1,0,30.368605067023687,1.4359062835105854,26905541.775186025
Commercial,9633.620838204048,9,Urban,Standard,Concrete,Flat,1,1,1,38.645219334142524,0.8731362217277707,15382933.68788323
Residential,3484.534443782992,45,Rural,Premium,Pile,Dome,0,1,0,21.163983641866622,1.304187546763177,12525081.853300476
Industrial,6362.956742026086,36,Suburban,Luxury,Slab,Dome,0,1,1,25.60317584693388,1.2810981030891895,40567549.69377481
Commercial,9327.078244549173,43,Rural,Premium,Pile,Flat,0,1,0,44.937374152698276,0.8670279390643504,38087652.23429832
Industrial,1114.8463071077247,20,Suburban,Standard,Pile,Dome,0,0,1,43.003050690150076,1.4458006834340602,2523033.4992803973
Residential,9378.562023640867,18,Urban,Luxury,Pile,Pitched,0,0,0,30.519280743714404,1.1979305415097738,39314324.98167476
Residential,6910.068650778052,43,Suburban,Standard,Concrete,Pitched,1,0,1,31.304318833226375,1.054607864794979,19114020.40025962
Residential,771.5868851412018,21,Suburban,Luxury,Pile,Pitched,1,1,1,36.00663300660739,1.3295770084467147,3351909.8415698097
Industrial,3079.539312773481,4,Urban,Standard,Pile,Pitched,1,0,1,20.007230140554036,0.9801558208811438,2817574.4640173935
Industrial,7110.903677588288,33,Urban,Luxury,Concrete,Pitched,1,1,0,27.237330081140836,1.2854568859324242,59683861.417273164
Residential,766.7709545408399,27,Rural,Luxury,Slab,Dome,1,0,0,26.246954258246433,0.8277978453005731,2012511.6337616912
Industrial,5863.487555745105,7,Rural,Standard,Slab,Dome,1,0,0,27.514488402492905,1.3875856263264903,6453257.94732002
Residential,3524.242263834272,6,Urban,Luxury,Pile,Pitched,1,1,0,44.17717527600324,1.113719592914923,10193884.621019304
Residential,6247.063625898023,15,Urban,Premium,Concrete,Dome,0,1,0,28.390215696393295,1.2456850400505592,21171948.257240694
Commercial,552.8461347438772,18,Urban,Standard,Slab,Dome,1,0,1,25.745639661504445,0.9548664738646786,990138.7259526105
Industrial,8728.214380908525,32,Suburban,Premium,Pile,Pitched,0,0,0,35.127903823790945,1.2739515988609136,36820064.15978691
Residential,9737.54079485623,11,Suburban,Standard,Pile,Dome,1,0,1,45.96935109118196,1.3405681931252937,18241667.08942145
Residential,9691.890767328347,20,Suburban,Luxury,Concrete,Dome,1,0,1,27.240491115124996,1.1312492308190791,33203034.959468804
Industrial,7521.553134254955,24,Urban,Luxury,Pile,Dome,0,0,0,22.35608728378396,1.232408846843256,50287553.58977736
Commercial,1387.8537772932566,15,Rural,Luxury,Slab,Pitched,1,1,1,30.69214207548994,1.119428146675679,4265977.649487354
Commercial,7606.805639697323,48,Urban,Standard,Concrete,Dome,0,1,0,42.429554736949335,1.425863958480492,49357943.92556852
Residential,343.41047294213496,7,Suburban,Premium,Slab,Flat,1,1,0,36.52071634084383,1.1485084263600234,590822.5347223952
Industrial,319.0231601370728,21,Suburban,Premium,Slab,Flat,0,1,0,44.50380108723043,1.3892660963201733,1156977.9770362882
Commercial,3303.7411695804585,42,Urban,Standard,Slab,Pitched,1,0,1,48.787764428277015,1.360946440789174,20497522.719557356
Industrial,4937.567585006191,26,Urban,Standard,Pile,Flat,0,0,0,43.77987430254851,1.0873533749438495,14765537.850561371
Industrial,7727.033436297153,44,Suburban,Premium,Pile,Pitched,0,1,0,38.1140923653126,0.9610591443002325,36661625.08937092
Residential,6864.624228404401,14,Suburban,Premium,Slab,Flat,1,0,0,34.80024764157142,1.0842574927918398,14266405.895133564
Commercial,4514.436793129808,37,Suburban,Premium,Slab,Flat,1,1,1,21.202072590448,1.378352163042654,36719353.34612977
Residential,2808.9039961884923,21,Urban,Premium,Concrete,Flat,0,0,0,49.529659364421235,0.9593427750735747,8177330.642364752
Commercial,9971.53255156134,18,Suburban,Standard,Concrete,Pitched,1,0,1,31.504433677251278,1.1671054421004246,21020670.826176096
Commercial,4319.194892136132,5,Suburban,Standard,Pile,Pitched,0,0,1,24.566846417506003,1.3642677235725231,7020478.897107975
Commercial,4568.731540863787,3,Rural,Luxury,Pile,Dome,1,1,0,40.0012656618937,1.0474342325898651,7446698.875631508
Commercial,1719.8758297975248,23,Urban,Premium,Concrete,Pitched,0,1,1,28.52864867286378,1.2495467459018883,8531125.975606637
Commercial,7968.6145326243,26,Rural,Luxury,Slab,Flat,1,1,1,37.573348127931425,0.9719421018341702,25523730.095416494
Industrial,6967.454035236738,37,Rural,Standard,Pile,Flat,0,1,0,37.60303723533774,0.876495611757712,11216076.777231125
Residential,2285.619166608728,24,Suburban,Standard,Slab,Pitched,1,0,0,33.37189462708608,1.3560689575649993,6473136.030303559
Industrial,915.5723515968427,49,Urban,Luxury,Concrete,Pitched,0,0,0,45.08355846635128,0.8692780363860948,7276675.905740144
Commercial,6836.943090539659,19,Suburban,Premium,Pile,Pitched,0,0,1,27.94901184666329,0.9899669765557093,19686730.369820803
Residential,6579.661021383239,25,Urban,Premium,Pile,Dome,1,0,0,33.45897774853202,1.3985765953982081,25048203.254537527
Commercial,2805.2693172822724,21,Rural,Premium,Concrete,Flat,1,1,1,36.13076385772914,1.042528500955067,6952973.95679861
Residential,9513.549266279062,12,Urban,Premium,Pile,Dome,0,0,1,39.90874162301899,1.4811317446599128,23836929.011897072
Industrial,1595.4731286309122,41,Suburban,Luxury,Concrete,Dome,0,0,1,43.51915551516768,1.485814034341702,11312985.752586378
Residential,4380.114530321759,33,Suburban,Luxury,Pile,Flat,0,0,1,31.844218486347682,0.9877932143174897,22822872.63941187
Residential,9441.797609659228,4,Suburban,Standard,Concrete,Flat,0,1,1,39.38140832289788,0.8286847555749234,6939430.404320678
Residential,4255.3004375686105,42,Urban,Premium,Pile,Pitched,1,1,0,24.518328592055575,1.2935442989437653,24737479.263959385
Residential,6421.406881874447,7,Rural,Premium,Slab,Pitched,0,1,0,47.97944301627436,1.1156905518538407,7520242.062632492
Residential,4036.184539831663,22,Rural,Premium,Slab,Dome,0,0,1,31.491764192630107,0.8705269907717035,5996974.543474556
Commercial,2814.7305032518334,33,Urban,Luxury,Slab,Pitched,0,1,1,41.885642659293154,1.29526597328463,25654522.876946148
Residential,9841.3787148023,17,Suburban,Premium,Pile,Pitched,1,0,0,20.61023245646533,0.8218224363783448,20015906.882452425
Residential,4152.406662518926,24,Rural,Luxury,Pile,Flat,0,0,0,26.15561428714421,1.4091376833445695,17632413.473264027
Industrial,8951.582116423431,34,Suburban,Premium,Slab,Flat,1,0,1,34.61247632970734,0.8970567703793126,33743318.48700759
Residential,2376.550598321753,28,Urban,Premium,Slab,Pitched,1,1,1,46.347574031970396,0.8891183151227076,7817058.313503026
Industrial,2209.7365698483245,43,Suburban,Standard,Concrete,Flat,1,1,0,35.81765449852031,0.9229706085780092,7241152.805879564
Commercial,408.2274205566625,41,Rural,Premium,Concrete,Pitched,1,0,0,47.89611446881637,1.4721864509444464,2672592.8922413522
Residential,6551.501571221262,39,Rural,Premium,Concrete,Flat,1,0,1,34.51390689748389,1.2852185521776922,27583632.39389223
Industrial,3748.4108028652354,22,Suburban,Standard,Slab,Flat,1,1,0,34.7134729020785,1.3609600748245456,9598214.393689971
Industrial,8657.146673412406,49,Urban,Luxury,Slab,Flat,1,1,0,23.592403655015957,1.078344490012927,81132710.72379938
Commercial,4784.778076246416,17,Suburban,Luxury,Slab,Flat,0,1,1,44.07968732456659,1.035418909253469,18795936.964957245
Residential,9685.114936355745,34,Urban,Premium,Concrete,Pitched,0,0,1,27.408962374011875,0.964138804748219,35675092.36157021
Residential,1936.7026054608993,6,Suburban,Luxury,Pile,Dome,1,0,1,46.988374681169454,1.1364536198186863,3479320.298939203
Industrial,8699.369362760546,46,Rural,Premium,Slab,Flat,0,0,0,47.324726609911885,1.186280113473918,34339875.92072812
Residential,7788.308842638243,6,Urban,Standard,Pile,Pitched,0,1,1,48.29930335622449,1.2422423905569286,8847657.696032152
Industrial,7732.126261976115,34,Urban,Standard,Pile,Pitched,1,1,0,35.6069146730927,0.9799829527990862,23350359.975148275
Residential,8463.353958357187,1,Urban,Premium,Pile,Flat,0,1,1,40.312813543509336,1.4640578566320934,12433110.6520738
Industrial,7634.137510335689,10,Rural,Standard,Concrete,Dome,1,0,1,43.355476401849906,0.9188309487449952,6200641.190453822
Residential,6299.581184151012,21,Suburban,Standard,Pile,Flat,0,0,0,23.930438559513966,1.4759572223364885,13410461.462923173
Commercial,1399.3242890556369,5,Rural,Premium,Slab,Pitched,1,1,0,38.02871584992492,0.8103992857552527,1476809.6536438435
Residential,422.009176963394,2,Urban,Premium,Concrete,Dome,1,0,1,21.02893703909935,1.136787984271792,631343.2499816272
Residential,9216.3936933753,22,Suburban,Standard,Slab,Pitched,0,1,1,34.926982501661776,1.033357486681594,15991701.201031778
Commercial,6204.838113755307,48,Rural,Luxury,Slab,Flat,0,0,0,24.645280448606822,1.1143863897511757,41390423.12777794
Residential,7985.719180664146,2,Urban,Luxury,Concrete,Dome,1,1,1,25.48768777886254,1.1994652052865524,13793170.758754158
Commercial,4867.071279974246,10,Urban,Premium,Slab,Pitched,1,0,0,30.951427000778047,1.1049124106088963,12918236.437013537
Residential,1261.3510707277053,34,Rural,Premium,Slab,Pitched,1,0,0,32.97311500149509,1.0903927952111165,4266338.589427381
Industrial,1339.3393428052493,16,Rural,Luxury,Concrete,Pitched,0,1,1,38.69517273596561,1.3129063907893146,4665379.657429278
Industrial,6887.096343566816,48,Rural,Standard,Slab,Flat,0,1,0,22.23285255315547,1.2801133925605253,25417269.65684684
Residential,4360.02835950468,39,Urban,Luxury,Pile,Dome,0,1,0,35.11075283712334,1.3832898974250936,39945730.02610715
Residential,2085.1947943333334,22,Rural,Luxury,Slab,Flat,0,1,0,25.478753907593035,0.9749712868676469,5594743.78552341
Residential,4966.7860127402255,12,Urban,Luxury,Pile,Flat,1,1,1,37.21925525095226,1.2266699568278445,18455148.624686614
Industrial,735.6684770438275,24,Rural,Luxury,Slab,Flat,1,0,0,39.122138367835504,1.2096363497749978,2864107.0292638005
Residential,5861.516878952548,47,Urban,Premium,Concrete,Dome,1,1,1,36.70127769658562,1.0588164676108822,33657469.035213314
Industrial,2763.034703907467,40,Urban,Premium,Concrete,Flat,1,1,1,42.14886531434923,1.1402402793318767,17347404.420349274
Commercial,7995.835096308163,38,Suburban,Standard,Slab,Flat,0,1,1,30.06827732722704,1.0196475003140102,27300446.132055238
Industrial,3172.58339334338,10,Rural,Standard,Concrete,Flat,1,0,0,42.95319774899393,0.8992910783318897,2803160.746628912
Industrial,4606.679475909832,35,Rural,Standard,Slab,Flat,1,1,0,32.98301245124581,0.949660847463913,9461949.933418382
Commercial,215.04334509019628,49,Urban,Standard,Concrete,Pitched,0,1,1,34.525534949677905,0.8738595524808408,1099821.5867376826
Industrial,817.2241891661329,32,Urban,Luxury,Pile,Flat,0,1,1,39.44306381783214,1.2781487026330869,5347876.487692574
Residential,3985.6862084261797,7,Urban,Premium,Slab,Pitched,1,0,0,20.550751519976718,1.2625091751764062,8693759.448851293
Residential,4851.394463699523,21,Suburban,Premium,Pile,Flat,0,0,1,39.61982664260745,1.465424460105911,16790292.35312409
Industrial,6040.2034263811065,20,Suburban,Standard,Pile,Dome,1,1,1,38.55755447216346,1.3107748895530689,14413966.88563602
Residential,2987.459529222102,26,Urban,Standard,Slab,Pitched,0,0,0,29.295413502598397,0.8364320871292921,4958841.606920031
Industrial,6980.3206726527715,4,Rural,Luxury,Pile,Pitched,0,1,1,22.573828546984686,1.418971621750268,14127096.143350001
Residential,8615.211732173126,46,Rural,Luxury,Slab,Pitched,1,0,0,22.728063497391233,1.4038726140620081,60607509.37622475
Residential,7820.524790044163,22,Suburban,Standard,Pile,Pitched,0,1,0,47.69671240955685,1.110324224540889,15503052.40706274
Industrial,492.22637094873573,15,Suburban,Premium,Slab,Dome,1,0,1,40.67837963677511,1.2101041353695452,1338011.2908864496
Residential,4857.018777852507,40,Urban,Premium,Slab,Flat,0,1,0,23.813078413122213,1.483254832730763,32306580.19235186
Industrial,1138.8087663399313,21,Rural,Premium,Concrete,Pitched,0,1,0,30.70169507926719,1.1726130546937164,2795425.907125365
Residential,2496.245657039022,15,Urban,Standard,Slab,Dome,0,0,0,37.77448981704789,1.4337252798632627,5601097.270432592
Residential,9867.95967334475,22,Suburban,Premium,Slab,Pitched,0,1,1,45.06715115271946,0.8581271304671305,17069264.408282682
Commercial,1510.705874724981,28,Rural,Luxury,Pile,Flat,0,1,1,21.309827861390257,0.933736308096078,6368031.508698872
Commercial,5038.992719168425,14,Rural,Luxury,Slab,Pitched,1,1,1,27.098993944100265,1.1085284604089225,19111727.445767038
Industrial,6219.741769749379,27,Suburban,Standard,Concrete,Dome,0,1,0,46.692469708861395,1.2093297658361133,16523190.186877148
Commercial,7054.40320838663,41,Urban,Luxury,Pile,Flat,1,0,0,20.274966505514495,1.3713594963039601,78545359.48040305
Industrial,5640.5219665204495,40,Urban,Standard,Pile,Dome,0,1,1,26.04197308381662,1.4917834806002308,28702319.941024575
Commercial,196.73138944991823,28,Rural,Premium,Concrete,Flat,1,0,1,48.77072527918898,1.0721960475318815,716977.1783543011
Residential,3331.9669516155195,26,Suburban,Premium,Pile,Flat,0,0,0,38.40205539566513,0.8331909452980595,7302040.669763408
Industrial,5225.3452695086435,49,Rural,Premium,Pile,Flat,1,0,1,27.850140999125195,1.3608200523067273,32231292.66683154
Industrial,969.8783415338502,2,Suburban,Luxury,Pile,Pitched,1,0,1,22.00973283187543,1.2230665033579657,1647787.7716051582
Residential,3571.2066189708894,25,Urban,Standard,Pile,Dome,0,1,1,20.845740213416665,0.9389800012077412,8666426.004095048
Industrial,428.710777034529,3,Suburban,Premium,Concrete,Dome,0,1,1,27.342352389107816,1.1463799196349942,647166.0175898249
Industrial,877.9271218347053,8,Urban,Standard,Concrete,Dome,0,0,1,46.44457458766732,1.319617171873607,1357506.4150336415
Commercial,4029.540434395801,44,Suburban,Premium,Pile,Flat,1,1,0,32.47740962892529,1.3392882509480506,30480446.382032465
Industrial,1413.8859650262975,33,Rural,Luxury,Pile,Pitched,1,0,1,41.61000107497979,1.1497328883991333,6573238.362323171
Residential,5718.654397789425,42,Urban,Luxury,Concrete,Flat,0,1,1,47.54855106139873,1.0136501710902015,37967706.004575014
Commercial,6925.703194458931,35,Rural,Standard,Concrete,Dome,0,1,0,32.2412138480845,1.4816198074269455,22388534.70756164
Commercial,8025.80832117992,6,Rural,Luxury,Concrete,Pitched,1,1,0,25.73832113112191,1.264353827669545,16276029.22490609
Residential,2081.48741802362,39,Urban,Luxury,Pile,Pitched,1,0,0,35.51353792570758,1.0857662635424092,15697117.96949534
Residential,1758.0775643647905,23,Urban,Standard,Pile,Pitched,0,0,0,47.24251061179564,0.9963242569432567,3846158.090773258
Commercial,1135.2216193105626,25,Rural,Premium,Slab,Dome,1,1,1,44.131232424131014,1.3117720881024935,4965636.023849149
Industrial,6400.659470482004,43,Rural,Luxury,Concrete,Pitched,0,0,1,21.974895300894612,0.9695284119156374,29317059.711430557
Commercial,7094.109692220321,19,Rural,Standard,Pile,Pitched,0,0,1,40.77718400232746,0.9201969922815818,11940858.515569678
Residential,412.7028337738562,5,Rural,Luxury,Concrete,Flat,0,1,1,37.15692567376861,1.1708837222734492,607845.1400421308
Commercial,9368.501237812528,11,Urban,Luxury,Pile,Flat,1,0,0,47.22389529039276,1.0029911748508993,35111165.94718248
Residential,614.5157081495769,12,Urban,Luxury,Concrete,Pitched,1,1,0,23.674442505508917,1.2402336014465305,1873870.5475882043
Commercial,5458.833719480597,10,Rural,Luxury,Pile,Pitched,1,1,1,36.0210833961397,0.8825570724119635,10800379.70631627
Industrial,7119.699142564073,8,Suburban,Standard,Slab,Flat,1,1,1,46.38388080535677,1.258458773197125,9632566.689605907
Commercial,8722.594325086247,24,Suburban,Standard,Slab,Flat,0,0,1,32.30071360225229,0.9983075695983916,19500647.9981788
Commercial,7169.4606281110355,28,Urban,Standard,Concrete,Flat,1,1,1,34.459847531986014,0.800170054104159,16271147.278397692
Residential,8037.108022390939,41,Rural,Luxury,Pile,Dome,0,1,0,22.11382033000875,0.8888552403719235,32134348.530658633
Residential,3460.55690617378,36,Rural,Luxury,Pile,Dome,0,0,1,28.344309213467326,1.4535307644845659,20822794.130493198
Residential,8166.768626090471,37,Urban,Luxury,Concrete,Flat,0,0,0,29.73519947506842,1.4071482473807504,59992802.93795301
Commercial,893.136979208284,21,Suburban,Standard,Pile,Pitched,1,0,0,48.353673462346606,0.9635263224253658,1611831.7811466663
Industrial,8958.684894999224,8,Suburban,Luxury,Concrete,Flat,0,0,0,28.48002081623477,1.3448603331818438,22021055.586626295
Residential,5521.164523921989,9,Suburban,Premium,Pile,Dome,0,1,0,33.82606205808956,1.2260001152217819,10427407.99817513
Residential,8191.247922628688,47,Urban,Luxury,Concrete,Pitched,1,0,1,40.13913270692839,1.4796332980149085,83490006.54195102
Commercial,4577.951016731171,15,Suburban,Premium,Pile,Dome,0,0,1,24.86550117223632,1.0615239616738414,11920211.973316917
Residential,6471.4191824455975,48,Urban,Luxury,Concrete,Pitched,1,0,1,34.59327161425624,1.2770224287620198,54989514.649436235
Industrial,5311.386343267521,46,Urban,Standard,Pile,Dome,1,0,1,42.15617118427723,0.844475005696743,21269000.15267444
Industrial,7342.7362653777855,40,Rural,Luxury,Slab,Pitched,1,1,0,46.00565639081198,1.077373142771484,37920204.65796895
Residential,908.1368221028368,18,Suburban,Premium,Pile,Pitched,0,0,0,38.7877782398728,1.4746723628317264,3135666.746969676
Residential,697.4856315065816,42,Urban,Premium,Concrete,Pitched,1,1,0,40.07160545950843,1.1772866121150845,4361105.06592478
Commercial,2546.3220167004497,20,Suburban,Luxury,Slab,Pitched,1,0,1,23.788504177537067,1.0015156523343913,10607242.487408204
Industrial,1679.4923331205646,6,Suburban,Premium,Pile,Dome,1,1,0,48.37329491739041,0.8841896741900248,2100085.8415527744
Industrial,8730.657309262797,12,Rural,Premium,Slab,Dome,1,1,0,23.97722232453447,1.2924698381270714,16434746.404459653
Residential,2270.218474844639,2,Suburban,Standard,Pile,Pitched,0,0,0,43.24018811545395,1.2513992304008088,1627785.203445762
Commercial,9761.0660326094,7,Rural,Luxury,Slab,Pitched,1,1,0,27.944489653349564,1.0617570995226422,17819563.18584791
Industrial,3435.268338533958,16,Urban,Luxury,Concrete,Dome,0,0,1,48.00779431103754,1.465658946306084,15656953.279966716
Industrial,1902.9673653181228,3,Suburban,Luxury,Pile,Pitched,1,1,0,41.598786181084385,0.8155419690914952,2900923.6388101648
Commercial,7918.015220710544,45,Urban,Premium,Pile,Pitched,0,1,0,42.61441138935107,1.0126066961422782,54624825.99640417
Commercial,6621.2069774586735,3,Suburban,Luxury,Concrete,Pitched,1,1,1,26.571775191796497,1.444748640409707,20447682.167269506
Industrial,5032.137592886076,27,Urban,Luxury,Slab,Flat,0,0,1,33.291199299054824,1.0246548068236083,23646885.57026547
Industrial,5598.0991542825495,43,Suburban,Standard,Concrete,Pitched,1,1,1,38.53439583767859,0.9765769836986193,15379449.102357637
Commercial,7220.097604895412,40,Suburban,Standard,Concrete,Flat,0,0,0,43.09920854619803,1.173954286951873,24853703.59462505
Industrial,2361.7019391798576,38,Suburban,Standard,Slab,Pitched,0,1,0,23.11878127737169,1.3766612249443764,8467688.849593114
Residential,9963.705768961745,33,Suburban,Premium,Concrete,Dome,0,1,0,48.87095949363585,0.8722027326148528,28972606.427052088
